In total we have 42407 words in this dataset
The initialization was done in [10813267 ms]
At the train f-ion() of MultinomialNB_Email class countOfLessThanFive=32142
The features with the top 2047 highest mutual information are:

        Feature           Info Gain         Log(P(Ham|Word))        Log(P(Spam|Word))
        outside             116.328                 -3.93975                 -4.89087
     forwarding             116.298                 -4.84165                 -6.16717
            fix             116.295                 -4.61851                 -6.01302
       upcoming             116.295                 -4.84165                 -6.16717
     settlement             116.295                 -4.53627                 -5.87948
         edward             116.295                 -4.67735                 -6.08712
        holiday             116.285                 -4.41266                 -6.25418
           host              116.28                 -5.87127                 -3.94254
         agreed             116.272                 -3.93975                 -4.60902
          worth             116.242                 -5.60891                 -3.73209
       pipeline              116.21                 -4.87802                 -7.04264
           brad              116.21                 -5.12934                 -7.04264
       captured              116.21                 -5.17813                 -7.26578
      satisfied             116.201                 -6.56442                 -4.29536
           reed              116.17                 -5.12934                 -7.55346
          maria              116.17                 -5.34064                 -7.55346
         davies              116.17                 -5.40127                 -7.95893
            eel              116.17                 -3.45536                 -7.95893
       deserved              116.17                 -5.40127                 -7.95893
       veronica              116.17                 -4.80656                 -7.95893
       nowadays             116.009                 -8.17386                 -4.70083
          fraud             116.009                 -8.17386                 -4.23323
           loqo             116.009                 -8.17386                 -4.59163
            isv             116.009                 -8.17386                 -4.70083
    predictions             116.009                 -8.17386                 -4.70083
confidentiaiity             116.009                 -8.17386                 -4.70083
         family             115.988                 -4.43619                  -3.0426
     venturatos             115.973                 -5.12934                 -8.65207
     internship             115.973                 -4.91576                 -8.65207
           gadd             115.973                 -5.34064                 -8.65207
   interviewers             115.973                 -4.87802                 -8.65207
          39106             115.973                  -5.5348                 -8.65207
       haedicke             115.973                 -5.34064                 -8.65207
         walton             115.973                 -4.80656                 -8.65207
     carrington             115.973                 -5.22942                 -8.65207
    deboisblanc             115.973                 -5.22942                 -8.65207
           troy             115.973                 -5.28349                 -8.65207
           calc             115.973                  -4.5103                 -8.65207
        kristen             115.973                  -5.5348                 -8.65207
           oslo             115.973                 -5.03836                 -8.65207
       americas             115.973                 -4.91576                 -8.65207
         palmer             115.973                  -5.5348                 -8.65207
         hodges             115.973                 -5.28349                 -8.65207
         bekeng             115.973                  -5.5348                 -8.65207
        herndon             115.973                  -5.5348                 -8.65207
         janine             115.973                  -5.5348                 -8.65207
    merchanting             115.973                 -4.46029                 -8.65207
           tani             115.973                 -4.95498                 -8.65207
      departure             115.973                 -5.22942                 -8.65207
     materially              115.93                 -7.07525                 -4.18617
     newsletter             115.915                 -5.46581                 -3.13864
    structuring             115.905                 -4.67735                 -7.04264
          excel             115.905                 -4.80656                 -7.04264
        joining             115.884                 -4.38967                  -5.7617
      concerned             115.884                 -4.59034                 -5.65634
       shopping             115.816                 -7.48071                  -4.0469
            los             115.816                 -7.07525                 -3.51041
    environment              115.77                 -4.18487                 -5.21809
      australia              115.77                 -4.13081                 -5.15557
         miller             115.691                 -4.87802                 -6.57263
         movies             115.682                 -8.17386                 -4.27005
        advises             115.682                 -8.17386                 -4.70083
           fork             115.682                 -8.17386                 -4.57454
    promotional             115.628                 -7.07525                 -4.32134
        failure             115.591                  -5.5348                 -4.03695
      establish             115.583                 -4.28204                 -5.01449
    incorporate             115.567                 -5.17813                 -7.55346
       patricia             115.567                 -4.56294                 -7.55346
     internally             115.567                 -5.03836                 -7.55346
        evening             115.521                 -4.48498                  -5.7617
           2003             115.504                 -7.48071                 -4.06711
     remembered             115.504                 -7.48071                 -4.59163
    projections             115.504                 -7.48071                 -3.94254
           ford             115.453                 -4.91576                 -6.01302
           over             115.407                 -2.45683                 -1.53975
        arrange               115.4                  -4.9958                 -6.45485
            off             115.399                 -2.92683                 -3.12264
             vp             115.385                 -4.16652                 -5.87948
          music             115.356                 -8.17386                 -3.66847
      recollect             115.356                 -8.17386                 -4.74005
    distinctive             115.356                 -8.17386                 -4.74005
          irish             115.356                 -8.17386                 -4.74005
      advertise             115.356                 -8.17386                 -4.38939
             ad             115.332                 -5.77596                 -3.42097
          looks             115.324                  -4.6475                  -5.4332
           ship             115.321                  -6.3821                 -4.22126
         assume             115.285                 -4.41266                 -4.96319
        various             115.269                 -3.99947                 -4.47769
       detailed             115.218                 -4.34522                  -4.9385
          hotel             115.196                 -4.24203                 -5.09673
             85             115.192                 -7.48071                 -4.27005
        amazing             115.192                 -7.48071                 -4.55773
           rate             115.183                 -4.24203                 -2.94165
           kick             115.165                 -5.03836                 -7.26578
         austin             115.165                 -4.67735                 -7.26578
  communicating             115.165                 -5.22942                 -7.26578
  uncertainties             115.142                 -6.56442                 -4.05695
         normal             115.121                 -5.40127                 -3.33887
    integration             115.075                 -3.92536                  -5.7617
      directors             115.075                 -4.13081                  -5.4332
        outline             115.055                 -5.34064                 -7.95893
     priorities             115.055                 -5.22942                 -7.95893
       reviewer             115.055                 -5.46581                 -7.95893
   spreadsheets             115.055                 -5.22942                 -7.55346
           jana             115.055                 -5.12934                 -7.26578
    interviewed             115.055                 -5.46581                 -7.95893
        raymond             115.055                 -5.46581                 -7.55346
           bank             115.046                 -4.28204                 -2.54952
        federal             115.032                 -6.56442                 -3.98863
          qmail             115.031                 -8.17386                 -3.82376
          adult             115.031                 -8.17386                 -3.95159
         titles             115.031                 -8.17386                  -4.0469
       designer             115.031                 -8.17386                 -4.68178
            ail             115.031                 -8.17386                  -4.5412
         optout             115.031                 -8.17386                 -4.72025
        request             115.022                  -2.2767                   -3.263
         easily             115.005                 -5.77596                 -3.85628
          weeks             115.001                 -3.46433                 -3.23597
             ii             114.961                 -4.56294                  -5.7617
        related             114.911                 -3.61998                 -3.96994
      exception              114.89                  -4.9958                 -7.04264
        visible              114.88                 -7.48071                 -4.62672
     additional             114.866                 -3.04989                 -3.24043
            bit             114.841                 -5.34064                  -3.7468
         presto             114.812                 -5.17813                 -8.65207
      motsinger             114.812                 -5.34064                 -8.65207
       sorrells             114.812                 -5.60891                 -8.65207
   intercompany             114.812                 -5.28349                 -8.65207
     authorised             114.812                 -5.17813                 -8.65207
           mrha             114.812                 -5.40127                 -8.65207
         norman             114.812                 -5.40127                 -8.65207
        grigsby             114.812                 -5.60891                 -8.65207
        juggins             114.812                 -5.60891                 -8.65207
        shively             114.812                 -5.17813                 -8.65207
        interns             114.812                  -4.5103                 -8.65207
      timetable             114.812                 -5.08282                 -8.65207
           cara             114.812                 -4.67735                 -8.65207
           wade             114.812                 -5.22942                 -8.65207
      hagelmann             114.812                 -5.40127                 -8.65207
         tregar             114.812                 -5.60891                 -8.65207
        timothy             114.812                 -5.22942                 -8.65207
            yeo             114.812                 -5.46581                 -8.65207
          enter             114.787                 -5.22942                 -3.57067
             de             114.787                 -5.08282                 -1.48349
           body             114.771                  -6.3821                 -3.76172
     university             114.759                 -3.84312                 -5.15557
       regional             114.759                 -4.03072                 -5.81886
       reliable             114.743                 -6.22795                 -4.11947
            god             114.727                 -6.78756                  -4.0982
 visualidentity             114.706                 -8.17386                 -4.78087
        filings             114.706                 -8.17386                 -4.05695
           xent             114.706                 -8.17386                 -4.74005
    constitutes             114.706                 -8.17386                 -4.78087
           para             114.706                 -8.17386                 -3.55221
       checkour             114.706                 -8.17386                 -4.78087
           iogo             114.706                 -8.17386                 -4.64474
  insurancemail             114.706                 -8.17386                 -4.78087
        nigeria             114.706                 -8.17386                 -3.98863
    practicable             114.706                 -8.17386                 -4.78087
   creativeness             114.706                 -8.17386                 -4.78087
        endlogo             114.706                 -8.17386                 -4.78087
     promptness             114.706                 -8.17386                 -4.78087
  affordability             114.706                 -8.17386                 -4.78087
             ap             114.705                 -4.91576                 -6.86031
           hire             114.705                  -4.9958                 -6.70616
        invoice             114.705                 -4.73987                 -6.57263
     separately             114.705                 -5.12934                 -6.86031
            etc              114.67                 -3.35358                 -3.55832
        perform             114.599                 -4.87802                 -6.08712
           soon             114.593                 -3.29866                 -3.44807
     validation             114.584                 -4.84165                 -6.34949
            281             114.584                 -4.84165                 -6.57263
         howard             114.584                 -4.87802                 -5.94402
      candidate             114.584                 -4.36719                 -6.34949
         symbol             114.578                 -6.56442                 -4.13029
           sold             114.578                 -6.56442                 -4.13029
        winning              114.57                 -7.48071                  -3.8899
      instantly              114.57                 -7.48071                 -4.59163
          linux              114.57                 -7.48071                  -3.3242
     statements             114.551                 -5.22942                 -2.04407
           fred              114.54                 -4.59034                 -6.01302
        several             114.516                  -3.2612                   -3.263
           jean             114.512                 -4.84165                 -6.57263
      correctly             114.512                  -4.9958                 -6.57263
    continental             114.498                 -4.28204                 -5.60755
            ase             114.495                 -4.67735                 -7.55346
      elizabeth             114.495                 -5.17813                 -7.55346
        interim             114.495                 -5.08282                 -7.55346
       training             114.482                 -3.50103                 -4.13029
              r             114.481                 -2.95892                 -2.24685
      bandwidth             114.479                 -4.38967                 -6.34949
        payable             114.479                 -4.59034                 -6.45485
       prepared             114.384                 -4.41266                 -5.47402
        freedom             114.381                 -8.17386                 -4.33459
          lucky             114.381                 -8.17386                 -4.47769
            sho             114.381                 -8.17386                 -4.72025
       surethat             114.381                 -8.17386                 -4.80193
          hotat             114.381                 -8.17386                 -4.80193
        visibie             114.381                 -8.17386                 -4.80193
        invoked             114.381                 -8.17386                 -4.57454
            ads             114.381                 -8.17386                 -4.23323
        letsyou             114.381                 -8.17386                 -4.80193
          rates             114.359                 -5.03836                 -3.35376
       proposed             114.347                 -4.04672                 -5.18634
   requirements             114.345                 -3.34554                 -3.80004
        instead             114.343                 -5.28349                 -3.73209
             fw             114.329                 -4.30266                 -5.28478
          chief             114.329                 -3.70795                 -5.06855
            med             114.305                 -5.97663                 -4.13029
           rich             114.298                 -5.28349                 -4.13029
           read             114.281                 -4.43619                 -2.85602
        advance             114.279                 -4.73987                 -5.60755
         living              114.26                 -7.48071                 -4.44738
             up             114.254                 -1.81949                 -1.70992
            top              114.24                 -3.93975                 -2.90587
        medical             114.225                  -6.3821                 -3.68226
     obligation              114.21                 -6.09442                 -4.08773
         others             114.188                 -4.07951                 -2.99608
         weight             114.165                 -6.78756                 -3.75423
         timing             114.156                 -4.16652                 -5.35624
            url             114.131                 -6.56442                 -4.27005
   representing              114.13                 -5.12934                 -7.26578
             sr              114.13                 -4.84165                 -7.26578
   implementing              114.13                 -5.03836                 -7.26578
        counsel              114.13                 -4.91576                 -7.26578
congratulations             114.111                 -3.70795                 -4.23323
      standards             114.071                  -3.2612                 -5.51658
      therefore             114.065                   -3.663                 -4.07736
            iot             114.058                 -8.17386                 -4.82343
      invisibie             114.058                 -8.17386                 -4.82343
     maintainer             114.058                 -8.17386                 -4.82343
     listmaster             114.058                 -8.17386                 -4.82343
           ilug             114.058                 -8.17386                 -3.96994
       anderson             114.041                 -4.32371                  -5.4332
     associated             113.985                 -4.43619                 -5.31987
       announce             113.983                 -4.46029                 -4.98851
            end             113.967                 -2.62478                 -3.08373
        spanish             113.953                 -6.22795                 -4.32134
     affiliated             113.951                 -7.48071                 -4.66309
        popular             113.951                 -7.48071                 -4.59163
           tara             113.948                 -4.70812                 -7.95893
         whilst             113.948                 -5.22942                 -7.95893
      pickering             113.948                 -5.40127                 -7.95893
         gather             113.948                 -5.46581                 -7.95893
     circulated             113.948                 -5.28349                 -7.95893
          kathy             113.948                 -5.28349                 -6.86031
       andersen             113.948                  -4.9958                 -7.95893
        morning             113.946                 -3.31405                 -3.88139
    comfortable             113.934                 -4.70812                 -5.94402
          asset             113.934                 -4.18487                 -5.70763
      interface             113.934                 -4.03072                 -5.51658
      worldwide             113.916                 -3.85637                 -3.00663
           path             113.899                 -5.77596                 -4.08773
          keith             113.888                 -5.12934                 -7.04264
         pursue             113.888                 -5.28349                 -7.04264
        heather             113.888                 -4.91576                 -7.04264
     indicating             113.877                 -6.78756                 -4.47769
             se             113.834                 -7.07525                 -3.55832
   confirmation             113.803                 -4.14851                 -5.15557
          means             113.763                 -4.70812                 -3.48159
     accurately             113.752                 -4.87802                 -6.01302
         golive             113.734                 -8.17386                 -4.84541
     affordable             113.734                 -8.17386                 -4.64474
         paypal             113.734                 -8.17386                 -2.76875
   manufacturer             113.734                 -8.17386                 -4.80193
           drug             113.734                 -8.17386                 -4.64474
        buiider             113.734                 -8.17386                 -4.84541
              «             113.734                 -8.17386                 -3.97924
     geographic             113.731                 -5.22942                 -6.86031
       contains              113.72                 -5.08282                 -3.26758
          funds             113.709                 -5.08282                 -3.20104
          multi             113.682                  -6.3821                 -3.95159
     recipients             113.682                  -5.5348                 -4.29536
         shares             113.681                 -5.60891                 -3.38422
    corporation             113.681                 -6.09442                 -3.39458
          moved             113.667                 -4.41266                 -4.86788
          other             113.661                 -2.29332                 -1.94766
        tarling             113.659                 -5.28349                 -8.65207
         utexas             113.659                  -4.6475                 -8.65207
           9019             113.659                 -5.68895                 -8.65207
         hanson             113.659                 -5.68895                 -8.65207
          stack             113.659                 -5.22942                 -8.65207
           8039             113.659                 -5.68895                 -8.65207
        vickers             113.659                 -5.68895                 -8.65207
       perfmgmt             113.659                 -5.40127                 -8.65207
           offs             113.659                 -5.68895                 -8.65207
           luce             113.659                  -5.5348                 -8.65207
        lindsey             113.659                 -5.28349                 -8.65207
         cwhite             113.659                 -5.28349                 -8.65207
        ratnala             113.659                 -5.68895                 -8.65207
         tawney             113.659                 -5.68895                 -8.65207
      movements             113.659                 -5.17813                 -8.65207
           neal             113.659                 -5.60891                 -8.65207
       geynille             113.659                 -5.40127                 -8.65207
          mgusa             113.659                  -4.5103                 -8.65207
       sullivan             113.659                  -5.5348                 -8.65207
          erwin             113.659                 -5.46581                 -8.65207
        skinner             113.659                 -5.28349                 -8.65207
        faculty             113.659                 -5.60891                 -8.65207
            ews             113.659                 -2.62478                 -8.65207
        mcmahon             113.659                 -5.60891                 -8.65207
         esther             113.659                 -5.40127                 -8.65207
       wellings             113.659                 -5.60891                 -8.65207
       melodick             113.659                 -4.91576                 -8.65207
            kam             113.659                 -5.68895                 -8.65207
         choate             113.659                 -5.68895                 -8.65207
            cao             113.659                 -5.46581                 -8.65207
        samuels             113.659                 -5.68895                 -8.65207
           6343             113.659                 -5.68895                 -8.65207
   quantitative             113.659                 -5.46581                 -8.65207
        sharron             113.659                 -5.28349                 -8.65207
       hampered             113.659                 -5.68895                 -8.65207
      evidenced             113.659                 -5.60891                 -8.65207
          lande             113.659                 -5.17813                 -8.65207
            esa             113.659                 -5.28349                 -8.65207
    competitive             113.651                 -5.60891                  -4.0469
            son             113.643                 -7.48071                 -4.19773
            oct             113.635                 -4.36719                 -5.65634
      decisions             113.623                 -4.87802                 -5.94402
     initiative             113.623                 -4.77266                 -6.08712
      primarily             113.623                 -4.95498                 -6.25418
         daniel             113.585                 -4.77266                 -5.87948
        invited             113.585                 -5.03836                 -6.45485
    christopher             113.571                 -4.41266                 -6.34949
      strategic             113.568                 -4.06298                 -4.66309
            con             113.538                 -7.07525                 -3.66164
      available              113.52                 -3.17665                 -2.23861
       approved             113.519                 -4.13081                 -3.30974
     registered             113.475                 -5.22942                 -3.41033
 individualized             113.434                 -5.46581                 -7.55346
         banker             113.434                 -5.46581                 -7.55346
     discussing             113.434                 -5.46581                 -7.55346
       confirms             113.434                 -5.03836                 -7.55346
      measuring             113.434                 -5.46581                 -7.55346
           dale             113.434                  -4.9958                 -7.04264
     presidents             113.434                 -5.40127                 -7.55346
     downstream             113.434                 -5.34064                 -7.55346
        gregory             113.434                 -4.87802                 -7.55346
           ebay             113.412                 -8.17386                 -2.72515
   contributeto             113.412                 -8.17386                 -4.86788
      publisher             113.412                 -8.17386                 -3.89848
           held             113.396                 -3.91118                 -4.49319
        monitor             113.364                 -4.67735                 -5.39398
    anticipates             113.336                 -7.48071                 -4.70083
          touch             113.327                 -4.59034                 -4.98851
          known             113.295                 -5.97663                  -4.0271
        express             113.295                 -5.46581                 -3.89848
      recipient             113.243                 -6.56442                 -4.20942
          china             113.243                 -6.78756                 -3.15082
        expects             113.243                 -6.78756                 -4.47769
    suggestions             113.239                  -4.6475                 -5.70763
      confirmed             113.239                 -4.59034                 -5.81886
   additionally             113.239                 -4.80656                 -5.81886
         become             113.211                 -4.26183                 -2.92849
           fill             113.209                 -4.53627                 -3.34381
         skills              113.17                 -4.28204                 -5.25088
      singapore             113.108                 -4.95498                 -6.70616
     excellence             113.108                 -4.77266                 -7.26578
           puts             113.108                 -5.03836                 -6.86031
             ea             113.108                 -5.34064                 -6.86031
          chair             113.108                 -5.28349                 -7.26578
             ok             113.101                 -4.41266                 -5.25088
          reach             113.094                  -5.5348                 -3.70331
     subscriber              113.09                 -8.17386                 -4.84541
             lx              113.09                 -8.17386                 -4.89087
          blank              113.09                 -8.17386                 -4.76025
        therein              113.09                 -8.17386                 -4.89087
           anti              113.09                 -8.17386                 -4.76025
          amonq              113.09                 -8.17386                 -4.89087
           cooi              113.09                 -8.17386                 -4.89087
          start             113.049                 -3.43766                 -2.46792
            dvd             113.029                 -7.48071                 -3.89848
         twenty             113.029                 -7.48071                 -4.50894
       identify             113.028                 -4.13081                 -4.78087
         volume             113.028                 -4.07951                 -4.72025
             en             113.022                 -6.78756                 -2.88688
         timely             113.017                 -4.59034                  -5.4332
           info             112.976                 -3.84312                 -2.58829
       anywhere             112.912                 -6.56442                 -4.27005
confidentiality             112.912                 -6.56442                 -4.25762
          trade             112.907                 -3.11126                 -3.18824
         rogers             112.899                 -5.28349                 -7.04264
          olson             112.899                 -5.22942                 -7.04264
          heart             112.877                 -6.22795                 -4.29536
        growing             112.867                 -5.40127                 -3.68226
          eddie             112.853                  -5.5348                 -7.95893
    determining             112.853                 -5.60891                 -7.95893
         jackie             112.853                 -5.46581                 -7.95893
       kimberly             112.853                 -5.60891                 -7.95893
        theresa             112.853                 -5.17813                 -7.95893
            ron             112.853                 -4.53627                 -7.95893
      confusion             112.853                  -5.5348                 -7.95893
     attempting             112.853                 -5.60891                 -7.95893
           rita             112.853                 -5.46581                 -7.95893
           4777             112.853                  -5.5348                 -7.95893
            783             112.853                 -5.60891                 -7.95893
         carter             112.853                 -5.46581                 -7.95893
          vince             112.853                 -5.12934                 -7.95893
          klein             112.853                 -5.46581                 -7.55346
         raised             112.832                 -4.91576                 -6.16717
          split             112.832                 -4.48498                 -5.47402
         source             112.815                 -5.40127                 -3.92469
      sometimes             112.797                 -5.97663                 -4.17474
          close             112.789                 -3.61998                 -4.27005
              ö             112.769                 -8.17386                 -3.21399
           porn             112.769                 -8.17386                  -4.5412
         desiqn             112.769                 -8.17386                  -4.9144
           1618             112.769                 -8.17386                 -4.72025
      refinance             112.769                 -8.17386                 -4.49319
       orderinq             112.769                 -8.17386                  -4.9144
          abuse             112.769                 -8.17386                 -4.82343
       desiqner             112.769                 -8.17386                  -4.9144
           flow             112.752                 -4.24203                  -4.9144
             oo             112.723                 -7.48071                 -4.27005
         catchy             112.723                 -7.48071                 -4.76025
          gains             112.723                 -7.48071                 -4.38939
         needed             112.723                 -3.60951                 -3.94254
         monica             112.699                 -4.80656                 -6.16717
        enjoyed             112.676                  -4.9958                 -6.45485
    accordingly             112.676                 -5.03836                 -6.45485
           push             112.676                 -5.12934                 -6.08712
             ss             112.655                 -7.07525                 -4.64474
             lt             112.655                 -6.56442                  -4.5412
      virtually             112.655                 -7.07525                 -4.57454
        control             112.616                 -3.11761                 -3.50458
       purchase             112.604                 -5.12934                 -3.54613
   confidential             112.604                 -5.12934                 -3.63479
          being             112.589                 -2.71427                 -2.93505
           join             112.531                 -3.48251                 -3.55832
      mcmichael             112.515                 -5.77596                 -8.65207
        donahue             112.515                 -5.60891                 -8.65207
          pagan             112.515                 -5.77596                 -8.65207
            gcp             112.515                 -4.67735                 -8.65207
           jill             112.515                 -5.60891                 -8.65207
      summarize             112.515                 -5.77596                 -8.65207
   entelligence             112.515                 -4.95498                 -8.65207
          wynne             112.515                 -5.68895                 -8.65207
           kean             112.515                 -5.46581                 -8.65207
            pdx             112.515                  -4.6475                 -8.65207
          rough             112.515                 -5.77596                 -8.65207
          marla             112.515                 -5.68895                 -8.65207
          becky             112.515                 -5.60891                 -8.65207
      reviewers             112.515                 -5.12934                 -8.65207
      timelines             112.515                 -5.68895                 -8.65207
      detmering             112.515                 -5.77596                 -8.65207
      revisions             112.515                 -5.68895                 -8.65207
      henenberg             112.515                 -5.60891                 -8.65207
        schulte             112.515                 -5.77596                 -8.65207
 organisational             112.515                  -5.5348                 -8.65207
   stubblefield             112.515                 -5.77596                 -8.65207
        gaylard             112.515                 -5.40127                 -8.65207
     ordination             112.515                 -5.77596                 -8.65207
           usta             112.515                  -4.9958                 -8.65207
     georgeanne             112.515                 -5.34064                 -8.65207
        maxwell             112.515                  -5.5348                 -8.65207
           eops             112.515                 -5.12934                 -8.65207
           eecc             112.515                 -5.40127                 -8.65207
        thomsen             112.515                 -5.77596                 -8.65207
         ledger             112.515                 -5.40127                 -8.65207
        schwarz             112.515                 -5.28349                 -8.65207
         neuner             112.515                 -5.60891                 -8.65207
           sean             112.515                 -5.40127                 -8.65207
            kuo             112.515                 -5.60891                 -8.65207
          ozzie             112.515                 -5.77596                 -8.65207
     completing             112.451                 -4.77266                 -5.87948
     permission             112.448                 -8.17386                  -4.9144
          micro             112.448                 -8.17386                  -4.9144
       pharmacy             112.448                 -8.17386                 -4.82343
              ô             112.448                 -8.17386                 -3.23154
            que             112.448                 -8.17386                 -3.30022
       needsand             112.448                 -8.17386                  -4.9385
           gift             112.431                 -5.12934                 -3.65486
          loans             112.419                 -7.48071                 -4.13029
             69             112.419                 -7.48071                 -4.28263
             54             112.397                 -4.59034                 -5.15557
             la             112.386                 -5.22942                 -2.59763
          derek             112.386                 -5.46581                 -7.55346
          glenn             112.386                 -5.08282                 -6.25418
         spoken             112.386                 -5.34064                 -7.55346
         safety             112.365                  -6.3821                  -3.7468
    shareholder             112.363                 -7.07525                 -4.47769
             ne             112.363                 -7.07525                 -4.17474
     evaluation             112.325                  -4.6475                 -5.81886
          noted             112.325                 -4.84165                 -5.94402
     functional             112.325                 -4.11341                 -5.87948
           must             112.286                 -3.37807                 -2.58829
        suggest             112.253                 -4.36719                 -5.28478
       consider             112.231                 -4.30266                 -4.80193
           five             112.211                 -5.22942                 -3.48729
             mm             112.207                 -3.56869                 -5.06855
      obviously             112.207                 -4.91576                 -6.01302
           none             112.198                 -5.87127                 -4.22126
   organization             112.171                 -3.56869                 -4.18617
           line             112.154                 -3.50103                 -2.69107
     publishinq             112.128                 -8.17386                 -4.96319
         piaces             112.128                 -8.17386                 -4.96319
            kin             112.128                 -8.17386                 -3.84805
   unsubscribed             112.128                 -8.17386                 -4.82343
              ⌐             112.128                 -8.17386                  -4.9385
         brands             112.128                 -8.17386                 -4.86788
              í             112.128                 -8.17386                 -3.91588
    beneficiary             112.128                 -8.17386                 -4.66309
           omit             112.128                 -8.17386                 -4.96319
             cn             112.128                 -8.17386                 -4.80193
          ulead             112.128                 -8.17386                 -4.96319
        builder             112.128                 -8.17386                  -4.9385
        enqines             112.128                 -8.17386                 -4.96319
    logodentity             112.128                 -8.17386                 -4.96319
       downioad             112.128                 -8.17386                 -4.96319
          among             112.119                 -5.08282                 -3.68923
         useful             112.118                 -4.70812                 -5.56103
          bills             112.115                 -7.48071                 -4.46242
           doug             112.099                 -5.17813                 -7.26578
      preparing             112.099                 -5.17813                 -7.26578
          topic             112.099                 -5.34064                 -7.26578
             ql             112.099                  -4.6475                 -6.86031
          given              112.09                 -3.34554                 -3.52811
        dynamic             112.082                  -6.3821                 -4.33459
     absolutely             112.043                 -5.68895                 -3.79226
         worked             112.028                 -3.76714                 -4.78087
              f             111.948                 -3.60951                  -4.0271
       jonathan             111.924                 -4.87802                 -6.70616
       manually             111.924                 -5.34064                 -7.04264
        defined             111.915                 -4.95498                 -6.08712
         arrive             111.915                 -5.08282                 -6.16717
            don             111.909                 -3.04396                 -2.19845
        digital             111.896                 -6.78756                 -4.01734
          facts             111.872                 -5.60891                  -4.0469
             44             111.847                 -4.20357                 -4.57454
           noon             111.824                 -5.22942                 -6.86031
          joyce             111.824                 -5.22942                 -6.57263
     structured             111.824                 -5.08282                 -6.86031
            feb             111.824                 -5.08282                 -6.86031
        kenneth             111.824                 -5.03836                 -6.57263
       licensed             111.812                 -7.48071                 -4.60902
     trademarks             111.809                 -8.17386                 -4.43257
           attn             111.809                 -8.17386                 -4.96319
          verge             111.809                 -8.17386                 -4.98851
      pagemaker             111.809                 -8.17386                 -4.98851
    inexpensive             111.809                 -8.17386                 -4.86788
         qerman             111.809                 -8.17386                 -4.98851
     advantaqes             111.809                 -8.17386                 -4.98851
          front             111.806                 -4.59034                 -3.51041
    calculation             111.778                 -5.12934                 -6.70616
       sessions             111.772                 -4.56294                 -6.57263
          faxed             111.769                 -5.68895                 -7.95893
            991             111.769                 -5.68895                 -7.95893
            amy             111.769                 -5.68895                 -7.55346
          recap             111.769                 -5.40127                 -7.95893
     hemisphere             111.769                 -5.22942                 -7.95893
          shawn             111.769                 -5.17813                 -7.95893
     hutchinson             111.769                 -5.40127                 -7.95893
         carson             111.769                 -5.60891                 -7.95893
      invoicing             111.769                 -5.60891                 -7.95893
           days             111.742                 -3.37807                 -2.39249
          brand             111.714                 -4.95498                 -3.97924
       examples               111.7                 -6.09442                 -4.29536
           matt             111.677                 -4.46029                 -5.87948
        clearly             111.677                 -4.67735                  -5.7617
       inherent             111.617                 -6.78756                 -4.50894
      equipment             111.611                 -5.68895                 -3.88139
          shall             111.585                 -5.12934                 -3.76927
       returned             111.573                 -5.87127                 -3.90714
   notification             111.527                 -4.77266                 -3.67534
        release             111.523                 -5.22942                 -3.54009
            ref              111.51                 -7.48071                 -4.40358
     medication              111.51                 -7.48071                 -4.76025
         reform              111.51                 -7.48071                 -4.78087
        fortune             111.494                  -6.3821                 -4.44738
          years             111.491                 -3.34554                 -2.59529
      unclaimed              111.49                 -8.17386                 -4.86788
            mrs              111.49                 -8.17386                 -4.64474
          lasts              111.49                 -8.17386                 -5.01449
      paqemaker              111.49                 -8.17386                 -5.01449
           rcpt              111.49                 -8.17386                 -4.98851
             ra              111.49                 -8.17386                 -5.01449
             il              111.49                 -8.17386                  -4.9144
              }              111.49                 -8.17386                 -4.84541
       specials              111.49                 -8.17386                  -4.9144
      estimates             111.452                 -5.77596                 -3.77688
             30             111.428                 -2.26306                  -2.2485
  approximately             111.399                 -4.59034                  -4.9385
       baumbach             111.383                 -5.77596                 -8.65207
      eggleston             111.383                 -5.68895                 -8.65207
      stephanie             111.383                 -5.77596                 -8.65207
         graphs             111.383                 -4.34522                 -8.65207
          cathy             111.383                 -5.60891                 -8.65207
            hub             111.383                 -5.28349                 -8.65207
       whitaker             111.383                 -5.60891                 -8.65207
        dallman             111.383                 -5.40127                 -8.65207
        dejesus             111.383                 -5.68895                 -8.65207
            brm             111.383                  -4.6475                 -8.65207
         vargas             111.383                 -5.77596                 -8.65207
         hudson             111.383                  -5.5348                 -8.65207
          crook             111.383                 -5.68895                 -8.65207
     infomation             111.383                 -5.87127                 -8.65207
         brogan             111.383                 -5.40127                 -8.65207
      attaching             111.383                 -5.87127                 -8.65207
         milind             111.383                 -5.46581                 -8.65207
           arcy             111.383                 -5.77596                 -8.65207
        mahoney             111.383                 -5.40127                 -8.65207
           tagg             111.383                  -4.5103                 -8.65207
      schneider             111.383                 -5.87127                 -8.65207
        unclear             111.383                 -5.87127                 -8.65207
     bridgeline             111.383                 -5.08282                 -8.65207
       yanowski             111.383                  -4.9958                 -8.65207
    originators             111.383                 -5.87127                 -8.65207
         yoxall             111.383                  -5.5348                 -8.65207
         rhodes             111.383                 -5.77596                 -8.65207
         thresa             111.383                 -5.87127                 -8.65207
         marcus             111.383                 -5.87127                 -8.65207
       soeldner             111.383                 -5.22942                 -8.65207
       tycholiz             111.383                 -5.87127                 -8.65207
   observations             111.383                 -5.60891                 -8.65207
